person_age,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22.0,Associate,88915.0,0,MORTGAGE,12000.0,VENTURE,0.13,2.0,621,Yes,0
40.0,Bachelor,174983.0,15,MORTGAGE,20605.0,DEBTCONSOLIDATION,0.12,16.0,610,No,0
22.0,Bachelor,95413.0,0,OWN,10000.0,MEDICAL,0.1,2.0,640,Yes,0
23.0,Bachelor,97233.0,2,MORTGAGE,8000.0,VENTURE,0.08,4.0,576,Yes,0
23.0,HighSchool,51306.0,0,MORTGAGE,14791.0,EDUCATION,0.29,4.0,551,Yes,0
28.0,Bachelor,98418.0,3,MORTGAGE,2500.0,VENTURE,0.03,6.0,521,Yes,0
23.0,Associate,103148.0,1,RENT,15000.0,EDUCATION,0.15,4.0,623,Yes,0
32.0,HighSchool,87571.0,10,RENT,6000.0,VENTURE,0.07,10.0,652,No,0
29.0,Master,120847.0,9,MORTGAGE,7000.0,HOMEIMPROVEMENT,0.06,10.0,645,Yes,0
32.0,Doctorate,58680.0,8,MORTGAGE,5200.0,DEBTCONSOLIDATION,0.09,5.0,699,No,0
26.0,Associate,90271.0,3,MORTGAGE,10000.0,EDUCATION,0.11,3.0,603,Yes,0
25.0,Associate,158242.0,4,MORTGAGE,7500.0,PERSONAL,0.05,3.0,631,Yes,0
23.0,HighSchool,55641.0,0,RENT,5000.0,PERSONAL,0.09,4.0,622,No,0
23.0,HighSchool,144913.0,2,MORTGAGE,10000.0,MEDICAL,0.07,2.0,650,Yes,0
29.0,HighSchool,46484.0,6,RENT,1000.0,EDUCATION,0.02,9.0,526,Yes,0
47.0,HighSchool,103143.0,27,MORTGAGE,5500.0,DEBTCONSOLIDATION,0.05,12.0,580,Yes,0
26.0,Associate,55134.0,3,MORTGAGE,8000.0,HOMEIMPROVEMENT,0.15,2.0,704,Yes,0
22.0,Bachelor,60890.0,4,RENT,10000.0,MEDICAL,0.16,3.0,632,No,0
35.0,Bachelor,96972.0,14,MORTGAGE,14400.0,DEBTCONSOLIDATION,0.15,5.0,668,No,0
41.0,Bachelor,42969.0,16,MORTGAGE,4650.0,EDUCATION,0.11,17.0,676,Yes,0
25.0,Bachelor,29894.0,1,RENT,5832.0,HOMEIMPROVEMENT,0.2,3.0,709,Yes,0
26.0,Master,69592.0,3,OWN,1600.0,VENTURE,0.02,4.0,675,Yes,0
23.0,Associate,54805.0,1,RENT,10333.0,VENTURE,0.19,5.0,674,No,0
25.0,Bachelor,73102.0,4,OWN,14000.0,VENTURE,0.19,2.0,694,Yes,0
30.0,Doctorate,41381.0,5,MORTGAGE,9000.0,EDUCATION,0.22,6.0,640,Yes,0
23.0,Associate,110298.0,0,MORTGAGE,12000.0,EDUCATION,0.11,4.0,586,Yes,0
23.0,Master,102232.0,1,RENT,20000.0,PERSONAL,0.2,4.0,663,Yes,0
22.0,HighSchool,42890.0,0,MORTGAGE,5000.0,MEDICAL,0.12,3.0,597,Yes,0
31.0,Master,41444.0,10,RENT,10000.0,MEDICAL,0.24,7.0,705,No,0
23.0,Master,94912.0,2,MORTGAGE,6150.0,EDUCATION,0.06,2.0,595,Yes,0
35.0,Associate,198375.0,10,MORTGAGE,7729.0,DEBTCONSOLIDATION,0.04,12.0,712,No,0
23.0,HighSchool,63336.0,1,MORTGAGE,5000.0,DEBTCONSOLIDATION,0.08,3.0,526,No,0
29.0,HighSchool,86331.0,8,RENT,9600.0,EDUCATION,0.11,6.0,508,Yes,0
31.0,HighSchool,64655.0,12,RENT,6000.0,PERSONAL,0.09,9.0,616,No,0
25.0,Bachelor,43329.0,2,RENT,4000.0,MEDICAL,0.09,3.0,641,Yes,0
43.0,HighSchool,109118.0,21,RENT,10400.0,DEBTCONSOLIDATION,0.1,14.0,573,Yes,0
24.0,Associate,78949.0,4,RENT,13000.0,VENTURE,0.16,2.0,579,Yes,0
25.0,Master,65834.0,1,MORTGAGE,10982.0,PERSONAL,0.17,3.0,586,Yes,0
26.0,HighSchool,41690.0,0,RENT,7500.0,VENTURE,0.18,4.0,570,Yes,0
24.0,Bachelor,15176.0,1,RENT,1500.0,VENTURE,0.1,3.0,606,Yes,0
23.0,Bachelor,58375.0,2,MORTGAGE,6647.0,EDUCATION,0.11,3.0,530,Yes,0
24.0,HighSchool,241181.0,0,RENT,12000.0,VENTURE,0.05,2.0,654,Yes,0
27.0,Associate,41263.0,6,RENT,3000.0,MEDICAL,0.07,9.0,617,Yes,0
28.0,Bachelor,39745.0,7,MORTGAGE,5000.0,EDUCATION,0.13,7.0,601,No,0
38.0,HighSchool,76144.0,19,OWN,6000.0,VENTURE,0.08,13.0,645,Yes,0
33.0,HighSchool,85214.0,13,RENT,18000.0,EDUCATION,0.21,9.0,624,No,0
31.0,Bachelor,25363.0,9,OWN,5000.0,VENTURE,0.2,5.0,718,Yes,0
23.0,HighSchool,42395.0,0,MORTGAGE,5000.0,EDUCATION,0.12,3.0,661,Yes,0
27.0,Associate,217144.0,6,MORTGAGE,16000.0,HOMEIMPROVEMENT,0.07,8.0,670,No,0
30.0,Associate,49201.0,6,RENT,8500.0,MEDICAL,0.17,8.0,626,Yes,0
25.0,Associate,37013.0,3,OWN,11500.0,HOMEIMPROVEMENT,0.31,4.0,693,No,0
33.0,Associate,235001.0,9,MORTGAGE,1429.0,VENTURE,0.01,8.0,660,No,0
23.0,HighSchool,66801.0,0,MORTGAGE,2800.0,MEDICAL,0.04,2.0,513,Yes,0
34.0,Associate,162530.0,10,MORTGAGE,10000.0,VENTURE,0.06,9.0,551,Yes,0
23.0,Bachelor,57737.0,0,RENT,4000.0,EDUCATION,0.07,4.0,680,Yes,0
23.0,Bachelor,96579.0,0,OWN,9000.0,PERSONAL,0.09,2.0,560,Yes,0
34.0,HighSchool,132848.0,10,OWN,20000.0,HOMEIMPROVEMENT,0.15,9.0,669,No,0
21.0,Bachelor,25666.0,0,OWN,3550.0,VENTURE,0.14,4.0,693,Yes,0
25.0,Master,96927.0,1,MORTGAGE,18000.0,EDUCATION,0.19,3.0,657,No,0
34.0,Master,44398.0,14,OWN,2500.0,PERSONAL,0.06,8.0,550,Yes,0
24.0,HighSchool,36909.0,0,OWN,10000.0,HOMEIMPROVEMENT,0.27,3.0,627,Yes,0
24.0,Bachelor,63425.0,0,RENT,3000.0,DEBTCONSOLIDATION,0.05,4.0,634,No,0
27.0,HighSchool,57625.0,3,RENT,5110.0,DEBTCONSOLIDATION,0.09,6.0,635,Yes,0
29.0,Master,84969.0,5,RENT,16000.0,PERSONAL,0.19,6.0,714,No,0
24.0,Bachelor,33875.0,1,MORTGAGE,1936.0,PERSONAL,0.06,4.0,646,No,0
35.0,HighSchool,120774.0,13,MORTGAGE,6000.0,EDUCATION,0.05,7.0,607,Yes,0
22.0,HighSchool,54802.0,0,RENT,3000.0,VENTURE,0.05,4.0,579,No,0
39.0,HighSchool,127013.0,17,MORTGAGE,9000.0,DEBTCONSOLIDATION,0.07,12.0,657,No,0
26.0,Bachelor,32612.0,3,MORTGAGE,10000.0,HOMEIMPROVEMENT,0.31,3.0,710,Yes,0
23.0,HighSchool,49105.0,0,RENT,3000.0,PERSONAL,0.06,3.0,619,No,0
26.0,Bachelor,98855.0,5,MORTGAGE,6000.0,HOMEIMPROVEMENT,0.06,4.0,702,No,0
25.0,HighSchool,84979.0,4,MORTGAGE,20000.0,VENTURE,0.24,2.0,584,No,0
29.0,Bachelor,51550.0,5,RENT,3000.0,MEDICAL,0.06,5.0,709,Yes,0
26.0,Bachelor,85087.0,5,MORTGAGE,4000.0,HOMEIMPROVEMENT,0.05,2.0,694,Yes,0
23.0,HighSchool,103080.0,2,MORTGAGE,3000.0,EDUCATION,0.03,3.0,666,Yes,0
25.0,Master,72954.0,4,OWN,3000.0,HOMEIMPROVEMENT,0.04,2.0,556,Yes,0
22.0,Associate,27969.0,0,MORTGAGE,4800.0,DEBTCONSOLIDATION,0.17,4.0,644,Yes,0
24.0,HighSchool,44861.0,1,RENT,10872.0,VENTURE,0.24,4.0,635,No,0
31.0,HighSchool,242667.0,6,MORTGAGE,15000.0,HOMEIMPROVEMENT,0.06,9.0,643,No,0
22.0,Associate,73136.0,0,RENT,14000.0,DEBTCONSOLIDATION,0.19,3.0,651,Yes,0
22.0,Associate,136672.0,0,MORTGAGE,12075.0,MEDICAL,0.09,2.0,611,Yes,0
22.0,Associate,27321.0,3,RENT,4350.0,MEDICAL,0.16,3.0,651,Yes,0
25.0,HighSchool,48395.0,3,RENT,10500.0,PERSONAL,0.22,4.0,630,Yes,0
25.0,HighSchool,73065.0,4,MORTGAGE,12000.0,EDUCATION,0.16,4.0,682,Yes,0
41.0,HighSchool,63791.0,20,MORTGAGE,1500.0,DEBTCONSOLIDATION,0.02,14.0,587,Yes,0
27.0,HighSchool,156854.0,3,MORTGAGE,3083.0,PERSONAL,0.02,8.0,665,Yes,0
23.0,Master,73236.0,0,OWN,18500.0,MEDICAL,0.25,2.0,650,Yes,0
23.0,HighSchool,72985.0,1,MORTGAGE,7200.0,DEBTCONSOLIDATION,0.1,4.0,552,No,0
26.0,Master,98244.0,3,RENT,13200.0,EDUCATION,0.13,4.0,612,No,0
38.0,HighSchool,96912.0,15,MORTGAGE,4000.0,DEBTCONSOLIDATION,0.04,13.0,675,Yes,0
29.0,Master,67085.0,8,MORTGAGE,5000.0,HOMEIMPROVEMENT,0.07,8.0,667,Yes,0
52.0,HighSchool,40284.0,32,RENT,8656.0,PERSONAL,0.21,17.0,636,Yes,0
29.0,Associate,39877.0,5,RENT,9000.0,PERSONAL,0.23,5.0,626,No,0
24.0,HighSchool,58724.0,0,RENT,7200.0,PERSONAL,0.12,4.0,635,Yes,0
23.0,HighSchool,75955.0,0,RENT,12000.0,VENTURE,0.16,3.0,531,Yes,0
22.0,Master,51261.0,0,MORTGAGE,6000.0,EDUCATION,0.12,2.0,702,Yes,0
23.0,Bachelor,35645.0,3,OWN,2000.0,VENTURE,0.06,3.0,542,No,0
22.0,Master,60990.0,0,MORTGAGE,5000.0,EDUCATION,0.08,2.0,641,Yes,0
28.0,Associate,217122.0,8,MORTGAGE,14339.0,MEDICAL,0.07,5.0,583,No,0
22.0,Bachelor,108930.0,0,RENT,12000.0,DEBTCONSOLIDATION,0.11,3.0,676,Yes,0
27.0,Associate,108839.0,5,RENT,10000.0,EDUCATION,0.09,5.0,477,Yes,0
29.0,Bachelor,61199.0,5,MORTGAGE,21850.0,PERSONAL,0.36,9.0,675,Yes,0
25.0,HighSchool,72739.0,7,OTHER,5000.0,DEBTCONSOLIDATION,0.07,3.0,597,Yes,0
24.0,Associate,65759.0,3,RENT,5500.0,DEBTCONSOLIDATION,0.08,3.0,641,Yes,0
21.0,Bachelor,56871.0,0,RENT,12000.0,PERSONAL,0.21,3.0,647,No,0
22.0,HighSchool,120983.0,0,RENT,14364.0,MEDICAL,0.12,3.0,594,Yes,0
21.0,Bachelor,82727.0,0,MORTGAGE,16000.0,DEBTCONSOLIDATION,0.19,3.0,671,No,0
29.0,Bachelor,51570.0,5,RENT,7500.0,VENTURE,0.15,9.0,658,No,0
30.0,HighSchool,116044.0,12,MORTGAGE,17000.0,EDUCATION,0.15,10.0,627,No,0
23.0,HighSchool,91086.0,0,RENT,2000.0,VENTURE,0.02,3.0,694,No,0
29.0,Bachelor,120810.0,7,MORTGAGE,20000.0,MEDICAL,0.17,5.0,667,Yes,0
23.0,Associate,85524.0,2,MORTGAGE,14500.0,EDUCATION,0.17,3.0,656,Yes,0
24.0,Associate,57284.0,0,MORTGAGE,15000.0,MEDICAL,0.26,3.0,582,Yes,0
38.0,Associate,157075.0,15,MORTGAGE,11000.0,DEBTCONSOLIDATION,0.07,11.0,654,No,0
23.0,Associate,54782.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,0.11,3.0,504,Yes,0
30.0,Master,108750.0,6,MORTGAGE,12000.0,EDUCATION,0.11,8.0,679,Yes,0
32.0,Associate,96968.0,8,RENT,9600.0,DEBTCONSOLIDATION,0.1,5.0,713,Yes,0
29.0,HighSchool,109126.0,9,MORTGAGE,10000.0,EDUCATION,0.09,6.0,550,Yes,0
38.0,Associate,54871.0,14,RENT,5000.0,MEDICAL,0.09,13.0,586,Yes,0
26.0,HighSchool,47817.0,4,RENT,10000.0,VENTURE,0.21,2.0,623,Yes,0
30.0,Master,117565.0,7,RENT,6922.0,DEBTCONSOLIDATION,0.06,5.0,575,Yes,0
23.0,Master,85377.0,0,RENT,9600.0,MEDICAL,0.11,4.0,614,Yes,0
25.0,HighSchool,87192.0,3,MORTGAGE,14000.0,EDUCATION,0.16,2.0,596,Yes,0
30.0,Bachelor,84981.0,4,RENT,6113.0,VENTURE,0.07,8.0,651,No,0
28.0,Bachelor,66637.0,4,MORTGAGE,20000.0,HOMEIMPROVEMENT,0.3,10.0,631,No,0
23.0,Bachelor,75658.0,0,MORTGAGE,9600.0,VENTURE,0.13,2.0,640,Yes,0
25.0,Associate,63727.0,0,RENT,12000.0,EDUCATION,0.19,4.0,681,Yes,0
35.0,HighSchool,113956.0,10,MORTGAGE,15000.0,VENTURE,0.13,10.0,648,Yes,0
25.0,Associate,147478.0,0,RENT,15000.0,HOMEIMPROVEMENT,0.1,4.0,626,Yes,0
24.0,Associate,235014.0,2,MORTGAGE,5000.0,MEDICAL,0.02,3.0,703,No,0
33.0,Associate,77447.0,12,RENT,6000.0,MEDICAL,0.08,8.0,473,Yes,0
31.0,Associate,47135.0,9,RENT,3557.0,DEBTCONSOLIDATION,0.08,9.0,672,Yes,0
22.0,Associate,62283.0,0,RENT,5650.0,VENTURE,0.09,4.0,614,Yes,0
37.0,HighSchool,107969.0,15,MORTGAGE,10000.0,DEBTCONSOLIDATION,0.09,12.0,595,Yes,0
36.0,HighSchool,55101.0,14,RENT,1800.0,DEBTCONSOLIDATION,0.03,15.0,609,No,0
24.0,HighSchool,78451.0,1,MORTGAGE,11000.0,VENTURE,0.14,3.0,652,Yes,0
25.0,Associate,174855.0,2,MORTGAGE,7500.0,PERSONAL,0.04,2.0,685,Yes,0
28.0,Master,79592.0,7,MORTGAGE,8400.0,VENTURE,0.11,5.0,674,Yes,0
33.0,Master,124610.0,13,RENT,18000.0,PERSONAL,0.14,6.0,564,No,0
29.0,HighSchool,145399.0,5,RENT,15000.0,EDUCATION,0.1,7.0,669,Yes,0
27.0,HighSchool,48931.0,4,OTHER,1200.0,MEDICAL,0.02,8.0,658,No,0
30.0,Doctorate,69462.0,9,MORTGAGE,4000.0,PERSONAL,0.06,7.0,717,No,0
21.0,HighSchool,37017.0,0,RENT,7000.0,VENTURE,0.19,3.0,658,Yes,0
22.0,HighSchool,52938.0,0,RENT,9575.0,DEBTCONSOLIDATION,0.18,3.0,579,Yes,0
24.0,HighSchool,144937.0,0,RENT,5775.0,VENTURE,0.04,2.0,575,Yes,0
22.0,Associate,64564.0,0,MORTGAGE,8000.0,EDUCATION,0.12,4.0,615,No,0
34.0,Bachelor,36893.0,11,MORTGAGE,18000.0,EDUCATION,0.49,10.0,590,Yes,0
22.0,HighSchool,97055.0,0,MORTGAGE,1500.0,EDUCATION,0.02,2.0,643,Yes,0
29.0,Associate,96845.0,9,RENT,21000.0,PERSONAL,0.22,6.0,657,No,0
56.0,HighSchool,108575.0,32,MORTGAGE,7200.0,PERSONAL,0.07,21.0,683,Yes,0
36.0,HighSchool,29853.0,9,RENT,5000.0,EDUCATION,0.17,17.0,616,Yes,0
23.0,Master,102859.0,2,MORTGAGE,10000.0,VENTURE,0.1,4.0,606,No,0
26.0,Bachelor,138966.0,8,MORTGAGE,6000.0,VENTURE,0.04,2.0,709,No,0
26.0,Master,209873.0,3,RENT,12000.0,DEBTCONSOLIDATION,0.06,4.0,675,No,0
27.0,Associate,38493.0,4,RENT,6000.0,MEDICAL,0.16,8.0,586,Yes,0
33.0,Bachelor,53248.0,8,MORTGAGE,15000.0,PERSONAL,0.28,14.0,720,Yes,0
28.0,Bachelor,113397.0,5,RENT,20000.0,HOMEIMPROVEMENT,0.18,9.0,669,Yes,0
23.0,HighSchool,76047.0,0,MORTGAGE,12000.0,MEDICAL,0.16,4.0,650,No,0
32.0,Bachelor,900803.0,10,MORTGAGE,30000.0,DEBTCONSOLIDATION,0.03,8.0,647,Yes,0
26.0,Bachelor,108141.0,6,MORTGAGE,5800.0,EDUCATION,0.05,2.0,670,No,0
23.0,HighSchool,70442.0,2,RENT,10000.0,DEBTCONSOLIDATION,0.14,3.0,613,No,0
24.0,Bachelor,36975.0,0,RENT,6000.0,EDUCATION,0.16,3.0,578,No,0
31.0,Bachelor,168895.0,7,MORTGAGE,12000.0,DEBTCONSOLIDATION,0.07,9.0,674,Yes,0
24.0,Associate,67319.0,0,RENT,7000.0,MEDICAL,0.1,4.0,643,Yes,0
25.0,Master,73116.0,0,OWN,4000.0,MEDICAL,0.05,4.0,607,Yes,0
22.0,Master,36260.0,0,RENT,2800.0,EDUCATION,0.08,4.0,667,Yes,0
27.0,Master,115985.0,1,RENT,24447.0,HOMEIMPROVEMENT,0.21,5.0,586,Yes,0
30.0,Master,51274.0,8,RENT,5000.0,PERSONAL,0.1,10.0,693,No,0
25.0,Bachelor,181041.0,3,MORTGAGE,25000.0,MEDICAL,0.14,2.0,703,No,0
24.0,Master,217203.0,2,RENT,11200.0,PERSONAL,0.05,4.0,605,Yes,0
24.0,Bachelor,73063.0,1,RENT,15000.0,HOMEIMPROVEMENT,0.21,2.0,508,Yes,0
22.0,HighSchool,64285.0,0,MORTGAGE,5000.0,PERSONAL,0.08,3.0,615,Yes,0
33.0,HighSchool,48926.0,14,OWN,14000.0,MEDICAL,0.29,8.0,625,No,0
36.0,Bachelor,96613.0,10,MORTGAGE,10000.0,VENTURE,0.1,11.0,654,No,0
36.0,Associate,145271.0,13,MORTGAGE,25000.0,HOMEIMPROVEMENT,0.17,11.0,664,Yes,0
35.0,Master,72970.0,15,OWN,24000.0,PERSONAL,0.33,9.0,656,No,0
22.0,HighSchool,86400.0,0,RENT,1500.0,EDUCATION,0.02,3.0,569,Yes,0
27.0,Master,42988.0,1,RENT,8000.0,MEDICAL,0.19,9.0,548,Yes,0
27.0,HighSchool,36906.0,3,RENT,8600.0,EDUCATION,0.23,8.0,626,No,0
57.0,Associate,105209.0,35,RENT,15000.0,HOMEIMPROVEMENT,0.14,22.0,629,Yes,0
23.0,Master,39562.0,4,RENT,2428.0,HOMEIMPROVEMENT,0.06,4.0,643,No,0
43.0,Associate,66965.0,16,OWN,2000.0,VENTURE,0.03,11.0,659,No,0
28.0,Master,180982.0,7,MORTGAGE,25000.0,VENTURE,0.14,8.0,627,Yes,0
26.0,Bachelor,77877.0,3,RENT,10000.0,HOMEIMPROVEMENT,0.13,5.0,582,No,0
25.0,HighSchool,96953.0,7,MORTGAGE,11300.0,DEBTCONSOLIDATION,0.12,2.0,671,Yes,0
27.0,HighSchool,57652.0,6,OWN,8000.0,MEDICAL,0.14,9.0,615,No,0
23.0,Associate,49059.0,4,RENT,9000.0,VENTURE,0.18,3.0,569,Yes,0
26.0,Doctorate,90976.0,7,MORTGAGE,7000.0,HOMEIMPROVEMENT,0.08,2.0,583,Yes,0
26.0,Bachelor,194140.0,6,RENT,30000.0,VENTURE,0.15,4.0,651,Yes,0
30.0,Bachelor,50080.0,3,MORTGAGE,18000.0,HOMEIMPROVEMENT,0.36,7.0,671,No,0
25.0,Associate,128198.0,6,RENT,5000.0,PERSONAL,0.04,4.0,546,Yes,0
27.0,HighSchool,84794.0,1,MORTGAGE,12000.0,VENTURE,0.14,6.0,660,Yes,0
35.0,Bachelor,36611.0,10,MORTGAGE,6000.0,PERSONAL,0.16,10.0,659,Yes,0
27.0,Associate,50164.0,3,MORTGAGE,10000.0,PERSONAL,0.2,8.0,614,No,0
32.0,Associate,48976.0,9,RENT,9600.0,VENTURE,0.2,8.0,692,Yes,0
25.0,HighSchool,91885.0,4,MORTGAGE,14479.0,MEDICAL,0.16,4.0,627,Yes,0
28.0,Master,102848.0,9,MORTGAGE,12500.0,PERSONAL,0.12,7.0,551,Yes,0
40.0,Bachelor,61037.0,19,MORTGAGE,12000.0,PERSONAL,0.2,17.0,670,Yes,0
27.0,Associate,54820.0,7,RENT,7000.0,EDUCATION,0.13,9.0,622,Yes,0
24.0,Associate,54640.0,1,MORTGAGE,1275.0,EDUCATION,0.02,4.0,478,Yes,0
23.0,Bachelor,28733.0,0,RENT,5471.0,VENTURE,0.19,3.0,583,No,0
46.0,HighSchool,60682.0,24,RENT,4350.0,HOMEIMPROVEMENT,0.07,16.0,670,No,0
30.0,Bachelor,51537.0,7,RENT,4000.0,PERSONAL,0.08,7.0,682,No,0
27.0,Associate,67944.0,3,MORTGAGE,4117.0,EDUCATION,0.06,7.0,655,No,0
25.0,Associate,45083.0,2,MORTGAGE,7500.0,PERSONAL,0.17,4.0,619,Yes,0
34.0,Bachelor,89438.0,12,MORTGAGE,15000.0,HOMEIMPROVEMENT,0.17,7.0,660,No,0
26.0,HighSchool,60822.0,3,RENT,13000.0,MEDICAL,0.21,3.0,597,Yes,0
37.0,HighSchool,51375.0,18,RENT,8400.0,VENTURE,0.16,15.0,606,Yes,0
26.0,Bachelor,65079.0,3,MORTGAGE,4000.0,MEDICAL,0.06,3.0,629,Yes,0
29.0,Master,50226.0,6,RENT,2700.0,EDUCATION,0.05,8.0,562,Yes,0
29.0,HighSchool,36786.0,6,MORTGAGE,4000.0,EDUCATION,0.11,6.0,572,No,0
26.0,Master,55928.0,1,RENT,12000.0,EDUCATION,0.21,3.0,673,No,0
23.0,Associate,79373.0,1,OWN,18000.0,MEDICAL,0.23,4.0,621,No,0
29.0,Associate,178568.0,4,MORTGAGE,10000.0,VENTURE,0.06,8.0,550,Yes,0
32.0,Master,132994.0,12,MORTGAGE,9200.0,MEDICAL,0.07,10.0,634,Yes,0
25.0,Bachelor,109509.0,3,MORTGAGE,15000.0,MEDICAL,0.14,3.0,681,Yes,0
26.0,Bachelor,55791.0,4,MORTGAGE,7500.0,EDUCATION,0.13,5.0,577,Yes,0
27.0,Master,139104.0,5,MORTGAGE,12000.0,MEDICAL,0.09,6.0,706,Yes,0
21.0,Associate,97282.0,0,RENT,18000.0,VENTURE,0.19,2.0,695,No,0
31.0,Associate,135681.0,8,MORTGAGE,3171.0,EDUCATION,0.02,8.0,491,Yes,0
23.0,Bachelor,86146.0,0,MORTGAGE,9600.0,EDUCATION,0.11,4.0,666,No,0
30.0,HighSchool,73291.0,11,MORTGAGE,1750.0,PERSONAL,0.02,8.0,622,No,0
23.0,Bachelor,40207.0,0,RENT,8000.0,EDUCATION,0.2,3.0,535,Yes,0
23.0,HighSchool,98182.0,0,RENT,18000.0,EDUCATION,0.18,4.0,594,No,0
28.0,Associate,72797.0,4,RENT,10500.0,HOMEIMPROVEMENT,0.14,6.0,638,Yes,0
23.0,Bachelor,85169.0,1,MORTGAGE,2500.0,EDUCATION,0.03,2.0,673,Yes,0
38.0,Bachelor,114955.0,19,OWN,14000.0,VENTURE,0.12,17.0,686,No,0
26.0,Bachelor,90951.0,3,MORTGAGE,6375.0,MEDICAL,0.07,3.0,637,No,0
32.0,Associate,104085.0,8,MORTGAGE,4875.0,VENTURE,0.05,8.0,679,Yes,0
33.0,Associate,48840.0,11,RENT,4000.0,VENTURE,0.08,7.0,554,Yes,0
34.0,Associate,202316.0,13,RENT,24250.0,DEBTCONSOLIDATION,0.12,10.0,621,No,0
24.0,Bachelor,157004.0,2,MORTGAGE,15000.0,HOMEIMPROVEMENT,0.1,4.0,655,No,0
29.0,Associate,259160.0,6,RENT,8000.0,MEDICAL,0.03,7.0,649,Yes,0
23.0,Bachelor,78926.0,0,MORTGAGE,2500.0,MEDICAL,0.03,2.0,596,Yes,0
39.0,HighSchool,180673.0,19,MORTGAGE,30000.0,EDUCATION,0.17,15.0,703,Yes,0
36.0,Associate,63226.0,13,RENT,6000.0,EDUCATION,0.09,12.0,630,Yes,0
25.0,Bachelor,84908.0,3,MORTGAGE,5050.0,VENTURE,0.06,2.0,644,Yes,0
33.0,Master,72770.0,10,RENT,10000.0,PERSONAL,0.14,9.0,734,No,0
35.0,Associate,108879.0,12,RENT,12000.0,DEBTCONSOLIDATION,0.11,6.0,626,Yes,0
25.0,Associate,59724.0,2,RENT,6000.0,EDUCATION,0.1,2.0,677,No,0
37.0,Associate,26255.0,15,RENT,3000.0,HOMEIMPROVEMENT,0.11,12.0,703,No,0
35.0,Bachelor,68142.0,13,MORTGAGE,10000.0,PERSONAL,0.15,5.0,560,Yes,0
30.0,Master,89411.0,9,MORTGAGE,7625.0,PERSONAL,0.09,5.0,699,No,0
26.0,Associate,90964.0,5,RENT,10000.0,EDUCATION,0.11,4.0,595,Yes,0
27.0,Associate,92486.0,5,MORTGAGE,2837.0,EDUCATION,0.03,6.0,685,No,0
31.0,Bachelor,100299.0,7,OTHER,6000.0,DEBTCONSOLIDATION,0.06,9.0,671,No,0
27.0,Bachelor,137264.0,6,OWN,2100.0,VENTURE,0.02,7.0,587,Yes,0
51.0,Associate,35389.0,28,RENT,5000.0,VENTURE,0.14,19.0,741,No,0
33.0,Master,65639.0,12,RENT,10000.0,PERSONAL,0.15,6.0,707,Yes,0
30.0,Master,210935.0,8,RENT,15000.0,DEBTCONSOLIDATION,0.07,8.0,699,Yes,0
24.0,HighSchool,72654.0,3,RENT,8000.0,HOMEIMPROVEMENT,0.11,3.0,515,Yes,0
30.0,Doctorate,210769.0,9,MORTGAGE,25000.0,VENTURE,0.12,10.0,639,Yes,0
24.0,Bachelor,62822.0,0,RENT,4900.0,MEDICAL,0.08,3.0,588,No,0
32.0,Bachelor,76472.0,7,RENT,14000.0,EDUCATION,0.18,5.0,720,No,0
45.0,HighSchool,61037.0,23,RENT,12000.0,HOMEIMPROVEMENT,0.2,13.0,653,No,0
30.0,Bachelor,124414.0,8,MORTGAGE,1500.0,MEDICAL,0.01,10.0,719,Yes,0
24.0,Bachelor,87247.0,3,MORTGAGE,5000.0,MEDICAL,0.06,2.0,660,Yes,0
24.0,Master,78978.0,4,RENT,3600.0,HOMEIMPROVEMENT,0.05,2.0,697,Yes,0
30.0,Master,82329.0,8,MORTGAGE,23200.0,PERSONAL,0.28,7.0,741,No,0
33.0,Associate,72783.0,7,RENT,9000.0,HOMEIMPROVEMENT,0.12,6.0,661,Yes,0
31.0,HighSchool,253174.0,7,MORTGAGE,24262.0,PERSONAL,0.1,7.0,650,No,0
25.0,Bachelor,44494.0,2,RENT,1200.0,MEDICAL,0.03,4.0,545,Yes,0
23.0,Bachelor,48658.0,0,RENT,9000.0,EDUCATION,0.18,2.0,591,Yes,0
25.0,Associate,87774.0,2,MORTGAGE,6646.0,PERSONAL,0.08,3.0,658,Yes,0
25.0,HighSchool,55084.0,4,RENT,11000.0,MEDICAL,0.2,4.0,666,No,0
23.0,Bachelor,96661.0,0,OWN,25000.0,VENTURE,0.26,3.0,650,No,0
23.0,Associate,75385.0,2,MORTGAGE,4000.0,VENTURE,0.05,2.0,526,Yes,0
29.0,Bachelor,47231.0,7,RENT,2200.0,VENTURE,0.05,8.0,649,Yes,0
39.0,Associate,84939.0,19,MORTGAGE,8400.0,DEBTCONSOLIDATION,0.1,15.0,634,Yes,0
25.0,HighSchool,73049.0,4,MORTGAGE,4000.0,EDUCATION,0.05,4.0,640,Yes,0
24.0,Associate,67109.0,2,MORTGAGE,15000.0,PERSONAL,0.22,3.0,574,Yes,0
23.0,HighSchool,47415.0,1,MORTGAGE,6500.0,MEDICAL,0.14,4.0,613,Yes,0
35.0,Master,241228.0,9,MORTGAGE,18000.0,HOMEIMPROVEMENT,0.07,10.0,718,Yes,0
